text,uri,target
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

published an op-ed article in Montreal’s Le Devoir newspaper questioning the safety and benefits of human papillomavirus vaccines.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""published an op-ed article in Montreal’s Le Devoir newspaper questioning the safety and benefits of human papillomavirus vaccines."",""prefix"":""niversity professor emeritus, "",""type"":""TextQuoteSelector"",""suffix"":"" Their op-ed urged Quebec to h""}]}]"
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

Rail and study co-author Abby Lippman, a McGill University professor emeritus,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Rail and study co-author Abby Lippman, a McGill University professor emeritus,"",""prefix"":""ecade.\n\nBased on their study, "",""type"":""TextQuoteSelector"",""suffix"":"" published an op-ed article in""}]}]"
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 2

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety."",""prefix"":""slant toward their findings.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nSomehow these “prestigious” ""}]}]"
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 3

**Highlight**:

[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]"",""prefix"":""ir own within a year or two.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\nCaption: SOURCE Vaccine Adver""}]}]"
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""[Image of a table titled “WARNING (HPV4 Gardasil & HPV 2 Cervarix): Adverse Reactions And Deaths As Reported To The Vaccine Adverse Event Reporting System]"",""prefix"":""ir own within a year or two.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\nCaption: SOURCE Vaccine Adver""}]}]"
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

Harper mentioned the medically known fact that 98 percent of HPV warts among sexually active women heal on their own within a year or two.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Harper mentioned the medically known fact that 98 percent of HPV warts among sexually active women heal on their own within a year or two."",""prefix"":""nnecessary, it was dangerous. "",""type"":""TextQuoteSelector"",""suffix"":""\n\n[Image of a table titled “WA""}]}]"
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

A couple of years ago, one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper, came clean and warned that Gardasil was not only ineffective and unnecessary, it was dangerous.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""A couple of years ago, one of the lead HPV vaccine developers for Merck’s Gardasil, Dr. Diane Harper, came clean and warned that Gardasil was not only ineffective and unnecessary, it was dangerous."",""prefix"":""es, is a neurological toxin.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" Harper mentioned the medicall""}]}]"
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**4 or more

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety."",""prefix"":""slant toward their findings.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nSomehow these “prestigious” ""}]}]"
"**CredCo Indicator:**Confidence - Extent Claims Justified

**Question:**To what extent does their confidence in their claims seem justified?

**Answer:**Not at all justified

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Logical Fallacies - Straw Man

**Question:**Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Logical Fallacies - False Dilemma

**Question:**Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Logical Fallacies - Slippery Slope

**Question:**Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

It’s All A Giant Deadly Scam

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""It’s All A Giant Deadly Scam"",""prefix"":"", Warns Parents & Young Girls "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: SatyaRaj\nPublished M""}]}]"
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

Maybe her pension was threatened, or her family. Who knows?

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Maybe her pension was threatened, or her family. Who knows?"",""prefix"":"" reportedly sort of recanted. "",""type"":""TextQuoteSelector"",""suffix"":"" You can see more of what she ""}]}]"
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Sort of

**Highlight**:

And unbound or free aluminum, the stuff used in almost all vaccines, is a neurological toxin.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""And unbound or free aluminum, the stuff used in almost all vaccines, is a neurological toxin."",""prefix"":""ver the next two or so years. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nA couple of years ago, one o""}]}]"
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

The mainstream media piled on with remarks from the usual “prestigious” medical professionals who asserted HPV vaccinations safety and remarkable success at reducing ovarian cancer.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""The mainstream media piled on with remarks from the usual “prestigious” medical professionals who asserted HPV vaccinations safety and remarkable success at reducing ovarian cancer."",""prefix"":""e Canadian mainstream media.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" Fortunately, several comments""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Of course they were roundly attacked through the Canadian mainstream media.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Of course they were roundly attacked through the Canadian mainstream media."",""prefix"":""e independently investigated. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nThe mainstream media piled o""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Oh, of course statistics provided by pro-vaccine agencies and Big Pharma were included in the National Post article that “prove” HPV vaccine’s efficacy and safety."",""prefix"":""slant toward their findings.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nSomehow these “prestigious” ""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis."",""prefix"":""ccine’s efficacy and safety.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" The HPV vaccines, Gardasil by""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

pro-vaccine hysteria criticism,

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""pro-vaccine hysteria criticism,"",""prefix"":""as been the main recipient of "",""type"":""TextQuoteSelector"",""suffix"":"" and she’s not budging from wh""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

That’s my thought for the average vaccine indoctrinated sheeple. But my thoughts get nastier with the manic frothing-at-the-mouth vaccine fanatics, and downright vicious with the vaccine industry and its celebrated spokesman Dr. Paul Offit.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""That’s my thought for the average vaccine indoctrinated sheeple. But my thoughts get nastier with the manic frothing-at-the-mouth vaccine fanatics, and downright vicious with the vaccine industry and its celebrated spokesman Dr. Paul Offit."",""prefix"":"" was “pity the poor fool(s)”. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nOffit has maintained that a ""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Offit is a mainstream media darling. Ignore Offit. He’s off it and has made millions with his vaccine patent. And ignore the presstitutes who feed off him.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Offit is a mainstream media darling. Ignore Offit. He’s off it and has made millions with his vaccine patent. And ignore the presstitutes who feed off him."",""prefix"":""minum is vital to our health. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIn case you’re wondering, br""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Maybe her pension was threatened, or her family. Who knows?

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Maybe her pension was threatened, or her family. Who knows?"",""prefix"":"" reportedly sort of recanted. "",""type"":""TextQuoteSelector"",""suffix"":"" You can see more of what she ""}]}]"
"**CredCo Indicator:**Tone - Exaggerated Claims

**Question:**Does the author exaggerate any claims? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/""}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis."",""prefix"":""ccine’s efficacy and safety.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" The HPV vaccines, Gardasil by""}]}]"
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Cause precedes effect

**Highlight**:

Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis.

**Annotator:**PE-2018-01

",http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/,"[{""source"":""http://www.alternativenewsnetwork.net/lead-developer-hpv-vaccines-comes-clean-warns-parents-young-girls-giant-deadly-scam/"",""selector"":[{""exact"":""Somehow these “prestigious” medical officials have ignored the adverse reaction cases reported internationally among teenage girls, ranging from chronic fatigue to chronic seizures to partial and complete paralysis."",""prefix"":""ccine’s efficacy and safety.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" The HPV vaccines, Gardasil by""}]}]"
