text,uri,target
"**CredCo Indicator:**Citation of Organizations

**Question:**Highlight each organization cited:

**Answer:**Cited Organization 3

**Highlight**:

As Web MD puts it: “While smoking has long been known to increase the risk of dying from cancer and heart disease, researchers in Finland say they’ve found strong reason to believe that smoking more than two packs of cigarettes daily from age 50 to 60 increases risk of dementia later in life.” (5)

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""As Web MD puts it: “While smoking has long been known to increase the risk of dying from cancer and heart disease, researchers in Finland say they’ve found strong reason to believe that smoking more than two packs of cigarettes daily from age 50 to 60 increases risk of dementia later in life.” (5)"",""prefix"":""n the work!\n\n1. Quit Smoking\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nIt’s never too late to quit:""}]}]"
"**CredCo Indicator:**Confidence - Extent Claims Justified

**Question:**To what extent does their confidence in their claims seem justified?

**Answer:**Slightly justified

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/""}]"
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/""}]"
"**CredCo Indicator:**Logical Fallacies - Straw Man

**Question:**Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).

**Answer:**Sort of

**Highlight**:

Instead of putting the focus on preventing Alzheimer’s, the medical community puts emphasis on slowing the progression of the disease after onset with drugs and therapy. However, if you truly understand dementia, then you can change your lifestyle to protect your brain from cognitive decline before it happens.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Instead of putting the focus on preventing Alzheimer’s, the medical community puts emphasis on slowing the progression of the disease after onset with drugs and therapy. However, if you truly understand dementia, then you can change your lifestyle to protect your brain from cognitive decline before it happens."",""prefix"":""prostate cancer combined (1). "",""type"":""TextQuoteSelector"",""suffix"":""\n\nWhat is Dementia\nAccording t""}]}]"
"**CredCo Indicator:**Logical Fallacies - False Dilemma

**Question:**Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/""}]"
"**CredCo Indicator:**Logical Fallacies - Slippery Slope

**Question:**Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

Preventing Alzheimer’s is straightforward, you just have to put in the work!

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Preventing Alzheimer’s is straightforward, you just have to put in the work!"",""prefix"":""risk of developing dementia.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\n1. Quit Smoking\n\nAs Web MD p""}]}]"
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Yes

**Highlight**:

Alzheimer’s is the 6th leading cause of death in the United States. It actually kills more people than breast cancer and prostate cancer combined (1).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Alzheimer’s is the 6th leading cause of death in the United States. It actually kills more people than breast cancer and prostate cancer combined (1)."",""prefix"":""ation]\nDate: October 3, 2017\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" Instead of putting the focus ""}]}]"
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**Yes

**Highlight**:

Preventing Alzheimer’s & Dementia Naturally

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Preventing Alzheimer’s & Dementia Naturally"",""prefix"":""Title: "",""type"":""TextQuoteSelector"",""suffix"":"" – 9 Diet & Lifestyle Habit Ch""}]}]"
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**Yes

**Highlight**:

9 Natural Tricks

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""9 Natural Tricks"",""prefix"":""nerve cell damage and death.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" for Preventing Alzheimer’s Di""}]}]"
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**Yes

**Highlight**:

there are many natural herbs

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""there are many natural herbs"",""prefix"":""u’re having trouble quitting, "",""type"":""TextQuoteSelector"",""suffix"":"" that can support your efforts""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Sort of

**Highlight**:

Treat it right and you’ll have plenty of years of memories and experiences ahead of you.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Treat it right and you’ll have plenty of years of memories and experiences ahead of you."",""prefix"":""derstand and enjoy the world. "",""type"":""TextQuoteSelector"",""suffix"":""""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Sort of

**Highlight**:

Alzheimer’s is the 6th leading cause of death in the United States. It actually kills more people than breast cancer and prostate cancer combined (1).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Alzheimer’s is the 6th leading cause of death in the United States. It actually kills more people than breast cancer and prostate cancer combined (1)."",""prefix"":""ation]\nDate: October 3, 2017\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" Instead of putting the focus ""}]}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Sort of

**Highlight**:

Preventing Alzheimer’s is straightforward, you just have to put in the work!

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Preventing Alzheimer’s is straightforward, you just have to put in the work!"",""prefix"":""risk of developing dementia.\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\n1. Quit Smoking\n\nAs Web MD p""}]}]"
"**CredCo Indicator:**Tone - Exaggerated Claims

**Question:**Does the author exaggerate any claims? If so, highlight the relevant section(s).

**Answer:**Sort of

**Highlight**:

This vitamin is crucial for mental health and cognitive function.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""This vitamin is crucial for mental health and cognitive function."",""prefix"":"" exposed to direct sunlight.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" In fact, in a 6-year study ex""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Humans are social creatures, so spending too much time in isolation wears down your brain. In fact, being social is one of the easiest and most important steps towards preventing Alzheimer’s disease.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Humans are social creatures, so spending too much time in isolation wears down your brain. In fact, being social is one of the easiest and most important steps towards preventing Alzheimer’s disease."",""prefix"":""rease your Social interaction\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\n“Feeling lonely rather than ""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

smoking more than two packs of cigarettes daily from age 50 to 60 increases risk of dementia later in life.” (5)

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""smoking more than two packs of cigarettes daily from age 50 to 60 increases risk of dementia later in life.” (5)"",""prefix"":""strong reason to believe that "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIt’s never too late to quit:""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

The e4-positive group who did not exercise underwent significant atrophy of their hippocampus in as little as 18 months. In fact, the cerebral structure had shrunk by 3% on average. The e4 group that exercised experienced no change in their hippocampus and neither did the e4-negative groups.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""The e4-positive group who did not exercise underwent significant atrophy of their hippocampus in as little as 18 months. In fact, the cerebral structure had shrunk by 3% on average. The e4 group that exercised experienced no change in their hippocampus and neither did the e4-negative groups."",""prefix"":""ve group who did not exercise\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nTo benefit your brain, exerc""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Half of these participants carried the carried the e4 gene, which substantially increased their risk of developing the disease (9).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Half of these participants carried the carried the e4 gene, which substantially increased their risk of developing the disease (9)."",""prefix"":""story of Alzheimer’s disease. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nParticipants were split into""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Also, raised homocysteine levels actually initiate cognitive impairment and poor brain performance, increase your risk of dementia, and boost brain shrinkage (10).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Also, raised homocysteine levels actually initiate cognitive impairment and poor brain performance, increase your risk of dementia, and boost brain shrinkage (10)."",""prefix"":""stating effect on your brain. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIn fact, adequate levels of ""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

This vitamin is crucial for mental health and cognitive function.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""This vitamin is crucial for mental health and cognitive function."",""prefix"":"" exposed to direct sunlight.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" In fact, in a 6-year study ex""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

It also has to create new neuropathways to connect new and existing information (13).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""It also has to create new neuropathways to connect new and existing information (13)."",""prefix"":"" make room for new knowledge. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIn fact, a Canadian study fo""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Some head injuries can actually increase your risk of developing dementia later in life,

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Some head injuries can actually increase your risk of developing dementia later in life,"",""prefix"":""ech, vision, and personality. "",""type"":""TextQuoteSelector"",""suffix"":"" especially if it causes 30 mi""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

Your risk of Alzheimer’s disease and vascular dementia also go up with excessive drinking (16).

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""Your risk of Alzheimer’s disease and vascular dementia also go up with excessive drinking (16)."",""prefix"":""y reduce your alcohol intake. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAccording to the Alzheimer’s""}]}]"
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**An experimental study was conducted (natural experiments OK)

**Highlight**:

In one study, researchers at the Cleveland Clinic in Ohio recruited almost 100 older men and women, aged 65 to 89, some of whom had a family history of Alzheimer’s disease. Half of these participants carried the carried the e4 gene, which substantially increased their risk of developing the disease (9).

Participants were split into four groups:

e4-positive group who exercised
e4-positive group who did not exercise
e4-negative group who exercised
e4-negative group who did not exercise
The e4-positive group who did not exercise underwent significant atrophy of their hippocampus in as little as 18 months. In fact, the cerebral structure had shrunk by 3% on average. The e4 group that exercised experienced no change in their hippocampus and neither did the e4-negative groups.

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/"",""selector"":[{""exact"":""In one study, researchers at the Cleveland Clinic in Ohio recruited almost 100 older men and women, aged 65 to 89, some of whom had a family history of Alzheimer’s disease. Half of these participants carried the carried the e4 gene, which substantially increased their risk of developing the disease (9).\n\nParticipants were split into four groups:\n\ne4-positive group who exercised\ne4-positive group who did not exercise\ne4-negative group who exercised\ne4-negative group who did not exercise\nThe e4-positive group who did not exercise underwent significant atrophy of their hippocampus in as little as 18 months. In fact, the cerebral structure had shrunk by 3% on average. The e4 group that exercised experienced no change in their hippocampus and neither did the e4-negative groups."",""prefix"":""lood pressure, and more (8).\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nTo benefit your brain, exerc""}]}]"
"**CredCo Indicator:**Inference - Convincing Evidence

**Question:**How convincing do you find the evidence given for the primary claim?

**Answer:**Slightly Convincing

**Annotator:**PE-2018-02

",https://dailyhealthpost.com/preventing-alzheimers/,"[{""source"":""https://dailyhealthpost.com/preventing-alzheimers/""}]"
"**Question:**Rate your impression of the credibility of this article

**Answer:**Very low credibility

**Annotator:**PE-2018-02

",http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/,"[{""source"":""http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/""}]"
"**CredCo Indicator:**Title Representativeness

**Question:**Question: Does the title of the article accurately reflect the content of the article?

**Answer:**Somewhat Representative

**Annotator:**PE-2018-02

",http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/,"[{""source"":""http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**Is the headline clickbaity?

**Answer:**Very much clickbaity

**Annotator:**PE-2018-02

",http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/,"[{""source"":""http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Listicle (“6 Tips on …”)

**Highlight**:

Six Pharmaceutical Drugs That Immediately Destroy Your Health

**Annotator:**PE-2018-02

",http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/,"[{""source"":""http://ewao.com/2017/09/16/six-pharmaceutical-medicines-that-instantly-make-your-health-worse/"",""selector"":[{""exact"":""Six Pharmaceutical Drugs That Immediately Destroy Your Health"",""prefix"":""Title: "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: None\n\nSome pharmaceu""}]}]"
