text,uri,target
"**CredCo Indicator:**Clickbait Title

**Question:**Is the headline clickbaity?

**Answer:**Very much clickbaity

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Provoking emotions, such as shock or surprise (“...Shocking Result”, “...Leave You in Tears”)

**Highlight**:

HORRIBLE INCURABLE DISEASE

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""HORRIBLE INCURABLE DISEASE"",""prefix"":""NFIRMED: E-CIGARETTES CAUSE A "",""type"":""TextQuoteSelector"",""suffix"":"" CALLED ‘POPCORN LUNG’. WORSE ""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

E-CIGARETTES

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""E-CIGARETTES"",""prefix"":""Title: CONFIRMED: "",""type"":""TextQuoteSelector"",""suffix"":"" CAUSE A HORRIBLE INCURABLE DI""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

HORRIBLE INCURABLE DISEASE

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""HORRIBLE INCURABLE DISEASE"",""prefix"":""NFIRMED: E-CIGARETTES CAUSE A "",""type"":""TextQuoteSelector"",""suffix"":"" CALLED ‘POPCORN LUNG’. WORSE ""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

HORRIBLE INCURABLE DISEASE

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""HORRIBLE INCURABLE DISEASE"",""prefix"":""NFIRMED: E-CIGARETTES CAUSE A "",""type"":""TextQuoteSelector"",""suffix"":"" CALLED ‘POPCORN LUNG’. WORSE ""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

E-CIGARETTES

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""E-CIGARETTES"",""prefix"":""Title: CONFIRMED: "",""type"":""TextQuoteSelector"",""suffix"":"" CAUSE A HORRIBLE INCURABLE DI""}]}]"
"**CredCo Indicator:**Clickbait Title

**Question:**What clickbait techniques does this headline employ (select all that apply)?

**Answer:**Inducing fear (“Is Your Boyfriend Cheating on You?”)

**Highlight**:

WORSE THAN LUNG CANCER!

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""WORSE THAN LUNG CANCER!"",""prefix"":""ISEASE CALLED ‘POPCORN LUNG’. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nAuthor: Now Check This\n\nThe ""}]}]"
"**CredCo Indicator:**Single Study Article

**Question:**Is this article primarily about a single scientific study?

**Answer:**Yes

**Highlight**:

Harvard School of Public Health decided to do a study on E-cigarettes

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""Harvard School of Public Health decided to do a study on E-cigarettes"",""prefix"":""o be true…”\n\nIt turns out the "",""type"":""TextQuoteSelector"",""suffix"":"" and the results are startling""}]}]"
"**Question:**Which of the following types of sources are cited in the article? Check all that apply. If Other, please highlight.

**Answer:**Studies

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Citation of Studies

**Question:**Highlight each scientific study cited:

**Answer:**Scientific Study 1

**Highlight**:

They took 51 different flavored e-cigs and analyzed them.

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""They took 51 different flavored e-cigs and analyzed them."",""prefix"":""eath and excessive coughing.\n\n"",""type"":""TextQuoteSelector"",""suffix"":"" The author, Joseph Allen, alo""}]}]"
"**Question:**Are any experts, organizations, or studies cited that are separate from the central study quoted in the article? If so, highlight relevant section(s).

**Answer:**None

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Confidence - Extent Claims Justified

**Question:**To what extent does their confidence in their claims seem justified?

**Answer:**Completely justified

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Confidence - Acknowledge Uncertainty

**Question:**Do they acknowledge uncertainty or the possibility that things might be otherwise? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Logical Fallacies - Straw Man

**Question:**Does the author present the counterargument as a weaker, more foolish version of the real counterargument (use a Straw Man Argument)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Logical Fallacies - False Dilemma

**Question:**Does the author present a complicated choice as if it were binary (construct a false dilemma)? If so, highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Logical Fallacies - Slippery Slope

**Question:**Does the author say that one small change will lead to a major change (use a slippery slope argument)? Highlight the relevant section(s).

**Answer:**No

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Logical Fallacies - Appeal to Fear

**Question:**Does the author exaggerate the dangers of a situation and use scare tactics to persuade (the appeal to fear fallacy)?

**Answer:**Yes

**Highlight**:

Allan also noted how scary these findings are as the flavor names of these e-cigs include cotton candy, cupcake, and other flavors which would clearly be attractive to young people.

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""Allan also noted how scary these findings are as the flavor names of these e-cigs include cotton candy, cupcake, and other flavors which would clearly be attractive to young people."",""prefix"":""andy flavored e-cigarettes.”\n\n"",""type"":""TextQuoteSelector"",""suffix"":""\n\nBut that’s not all. Due to t""}]}]"
"**CredCo Indicator:**Logical Fallacies - Naturalistic

**Question:**Does the author suggest that something is good because it is natural, or bad because it is not natural (the naturalistic fallacy)?

**Answer:**No

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**CredCo Indicator:**Tone - Emotionally Charged

**Question:**Does the article have an emotionally charged tone? (i.e, outrage, snark, celebration, horror, etc.). If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

But of course, there’s the old saying that starts out, “if it’s too good to be true…”

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""But of course, there’s the old saying that starts out, “if it’s too good to be true…”"",""prefix"":""o smoking regular cigarettes. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIt turns out the Harvard Sch""}]}]"
"**CredCo Indicator:**Tone - Exaggerated Claims

**Question:**Does the author exaggerate any claims? If so, highlight the relevant section(s).

**Answer:**Yes

**Highlight**:

The disease is totally debilitating and irreversible.

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""The disease is totally debilitating and irreversible."",""prefix"":""artificial butter flavouring. "",""type"":""TextQuoteSelector"",""suffix"":"" It’s a respiratory disease wh""}]}]"
"**CredCo Indicator:**Inference - Type of Claims

**Question:**Is a general or singular causal claim made? Highlight the section(s) that supports your answer.

**Answer:**General Causal Claim

**Highlight**:

In addition to containing varying levels of the addictive substance nicotine, they also contain other cancer-causing chemicals, such as formaldehyde, and as our study shows, flavoring chemicals that can cause lung damage.”

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""In addition to containing varying levels of the addictive substance nicotine, they also contain other cancer-causing chemicals, such as formaldehyde, and as our study shows, flavoring chemicals that can cause lung damage.”"",""prefix"":"" not know about e-cigarettes. "",""type"":""TextQuoteSelector"",""suffix"":""\n\nIt looks like the fruity-fla""}]}]"
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

David Christiani, Elkan Blout Professor of Environmental Genetics, was the co-author of the study and said the following:

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""David Christiani, Elkan Blout Professor of Environmental Genetics, was the co-author of the study and said the following:"",""prefix"":""ll pop up in the near future. "",""type"":""TextQuoteSelector"",""suffix"":""\n\n“Since most of the health co""}]}]"
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Experts are cited

**Highlight**:

The author, Joseph Allen, along with his team, discovered that at least 1 of 3 top toxins were found in 47 of the e-cigs.

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""The author, Joseph Allen, along with his team, discovered that at least 1 of 3 top toxins were found in 47 of the e-cigs."",""prefix"":""red e-cigs and analyzed them. "",""type"":""TextQuoteSelector"",""suffix"":"" These toxins are: diacetyl, a""}]}]"
"**Question:**What evidence is given for the primary claim? Select all that apply.

**Answer:**Correlation

**Highlight**:

This condition was first noticed in workers in microwave popcorn processing facilities who inhaled the artificial butter flavouring.

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/"",""selector"":[{""exact"":""This condition was first noticed in workers in microwave popcorn processing facilities who inhaled the artificial butter flavouring."",""prefix"":""dition called “Popcorn Lung.” "",""type"":""TextQuoteSelector"",""suffix"":"" The disease is totally debili""}]}]"
"**CredCo Indicator:**Inference - Convincing Evidence

**Question:**How convincing do you find the evidence given for the primary claim?

**Answer:**Not at All Convincing

**Annotator:**PE-2018-03

",http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/,"[{""source"":""http://nowcheckthis.com/2017/03/23/confirmed-e-cigarettes-cause-a-horrible-incurable-disease-called-popcorn-lung-worse-than-lung-cancer/""}]"
"**Question:**Rate your impression of the credibility of this article

**Answer:**Somewhat low credibility

**Annotator:**PE-2018-03

",https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/,"[{""source"":""https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/""}]"
"**CredCo Indicator:**Title Representativeness

**Question:**Question: Does the title of the article accurately reflect the content of the article?

**Answer:**Somewhat Representative

**Annotator:**PE-2018-03

",https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/,"[{""source"":""https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/""}]"
"**CredCo Indicator:**Clickbait Title

**Question:**Is the headline clickbaity?

**Answer:**Very much clickbaity

**Annotator:**PE-2018-03

",https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/,"[{""source"":""https://en.newsner.com/family/mom-s-warning-is-spreading-like-wildfire-scented-candles-are-harmful-your-baby-s-health/""}]"
